FIBER, PETAL,  ORIGINALLY_ASSIGNED_TARGETBIT,  ORIGINALLY_ASSIGNED_TARGET_RA, ORIGINALLY_ASSIGNED_TARGET_DEC, OROGINALLY_ASSINED_FIBER_X, ORIGINALLY_ASSIGNED_FIBER_Y, ASSIGNED_TARGETBIT_IN_DITHERED_TILE, ASSIGNED_TARGET_RA, ASSIGNED_TARGET_DEC,ASSIGNED_FIBER_X, ASSIGNED_FIBER_Y, DELTA_RA_DITHERED_ORIGINAL_degrees, DELTA_DEC_DITHERED_ORIGINAL_degrees, FIBER_DELTA_X_DITHERED_ORIGINAL_mm, FIBER_DELTA_Y_DITHERED_ORIGINAL_mm
55,0,545,356.12653132503294,29.983519357671476,27.644201,-309.51434,545,356.12617094752204,29.983214911724332,27.722551,-309.5945,-0.00031214789624017136,-0.0003044459471439609,0.07835007,-0.08016968
56,0,40,356.3258960463273,29.98870413105136,-15.433722,-308.12192,40,356.32621567312594,29.988783993817353,-15.502711,-308.1011,0.0002768364292281249,7.986276599325492e-05,-0.06898975,0.020812988
57,0,4294967296,356.09371445667756,30.041227339480194,34.638214,-294.4494,141733920768,356.0962224054108,30.037682889870094,34.103466,-295.37125,0.002171044451395911,-0.003544449610100031,-0.5347481,-0.9218445
58,0,545,356.18510575974693,30.06494014931741,14.922081,-288.22208,545,356.18483136612457,30.065187313588478,14.980952,-288.15796,-0.00023747619346944137,0.0002471642710659694,0.05887127,0.06411743
59,0,545,356.02480440117785,29.965953738132875,49.696224,-314.23578,545,356.02384523934984,29.965937076804362,49.90411,-314.24146,-0.0008309433389936029,-1.6661328512412865e-05,0.20788574,-0.0056762695
60,0,33,356.17970554385124,29.937679535790796,16.189747,-321.5438,33,356.17918560423,29.937046202000875,16.302935,-321.71112,-0.0004505634224846715,-0.0006333337899206981,0.11318779,-0.16732788
61,0,545,356.2046479657402,29.96691335915135,10.770075,-313.8353,545,356.20363220800715,29.966363332118494,10.990071,-313.9802,-0.0008799651394548126,-0.0005500270328546719,0.21999645,-0.14489746
62,0,32,356.2913597000978,30.12882982070486,-7.9178123,-271.67044,32,356.29011442497927,30.12774955226991,-7.651058,-271.94897,-0.001077037158989091,-0.0010802684349471292,0.26675415,-0.27853394
63,0,33,356.21878647244193,30.083512684513547,7.667075,-283.39175,33,356.2192227503112,30.0834233803798,7.5733128,-283.41486,0.00037750936359336494,-8.93041337484135e-05,-0.0937624,-0.023101807
64,0,545,356.10170759466996,29.962469305191046,33.048023,-315.06558,545,356.10222667585464,29.961895749638973,32.93664,-315.21603,0.00044970740406644874,-0.0005735555520729463,-0.11138153,-0.15045166
65,0,33,356.0901372944671,29.92392008225615,35.626152,-325.2434,33,356.0901687842251,29.92306504909087,35.62096,-325.46945,2.7291813087682676e-05,-0.0008550331652799059,-0.005191803,-0.2260437
66,0,4294967296,356.015546337341,29.93595686163815,51.78481,-322.15524,141733920768,356.02063180311495,29.93405854473952,50.68612,-322.64926,0.004406981972811482,-0.001898316898628849,-1.09869,-0.49401855
67,0,545,356.40127105328514,30.055454750708787,-31.615583,-290.73282,545,356.4000184565658,30.056042347597593,-31.3448,-290.57895,-0.0010841738975016987,0.0005875968888062744,0.27078247,0.15386963
68,0,545,356.4253694226156,30.019378010732215,-36.87494,-300.1609,545,356.42571841377804,30.019124446022857,-36.950764,-300.22748,0.00030217617894302677,-0.00025356470935733455,-0.07582474,-0.066589355
69,0,545,356.2522499770936,30.065454358707605,0.47337928,-288.07587,545,356.25258679356466,30.065511007113304,0.4009053,-288.06113,0.00029149904149943645,5.664840569963303e-05,-0.07247397,0.01473999
70,0,32,356.3127571636692,30.01724714826808,-12.576776,-300.646,32,356.31251200306053,30.017536991550536,-12.5237055,-300.5702,-0.00021227840640808317,0.00028984328245584834,0.05307007,0.075805664
71,0,32,356.02846450000015,30.08765256451059,48.603508,-282.4456,32,356.03005557806523,30.08795164764525,48.260178,-282.36618,0.0013766953756468928,0.0002990831346600942,-0.34333038,0.07940674
72,0,33,356.15952494220915,30.02123703274385,20.472488,-299.61923,33,356.15961082150994,30.021251493966695,20.453947,-299.6154,7.435773519631906e-05,1.4461222843209498e-05,-0.018541336,0.0038452148
73,0,545,356.2452328456467,30.010024282729358,1.9887772,-302.52487,545,356.2462856332046,30.008890609646272,1.7617197,-302.82132,0.000911648659845747,-0.0011336730830855402,-0.22705746,-0.29644775
74,0,545,356.26832825517556,30.024901435917087,-2.99224,-298.638,545,356.26816271929425,30.024602047263713,-2.956594,-298.71613,-0.00014332229296859901,-0.00029938865337442166,0.03564596,-0.078125
75,0,545,356.13423458619184,30.060056985350606,25.878302,-289.51688,545,356.1331409658501,30.058946809433987,26.11524,-289.80627,-0.0009465293157410651,-0.001110175916618772,0.23693848,-0.2893982
76,0,42949673511,356.36217465864667,30.069882984812804,-23.177433,-286.95572,42949673511,356.3625533255499,30.069477635131893,-23.259392,-287.06122,0.0003277039861553017,-0.0004053496809106605,-0.08195877,-0.10549927
77,0,545,356.4131155803076,30.107022782680307,-34.082,-277.3629,545,356.4128125198539,30.107494197066476,-34.016094,-277.24072,-0.0002621745507766023,0.0004714143861690445,0.065906525,0.12219238
78,0,545,356.0164196074382,30.019126737866088,51.371964,-300.30273,545,356.0152976481552,30.02011094095954,51.611874,-300.04694,-0.0009714579181869051,0.0009842030934521517,0.23991013,0.25579834
79,0,545,356.25240564510324,29.970026076191036,0.44202176,-313.0099,545,356.2523117545721,29.97014519287994,0.46231946,-312.97858,-8.133613315086477e-05,0.00011911668890363103,0.020297706,0.031311035
80,0,33,356.0584372441374,30.000862361481463,42.33354,-305.03082,33,356.05809978955153,30.000850989314674,42.406517,-305.03418,-0.0002922417044232357,-1.1372166788703453e-05,0.07297516,-0.0033569336
81,0,33,356.16294925126846,30.078948304951624,19.677273,-284.59396,33,356.1621708750382,30.079645562019614,19.844023,-284.41342,-0.0006735566839727552,0.0006972570679906198,0.16674995,0.18054199
82,0,545,356.05525375733316,30.033476692385527,42.95051,-296.50824,545,356.05653089513515,30.03230672939705,42.677376,-296.81213,0.0011056604898073833,-0.00116996298847738,-0.27313232,-0.30389404
83,0,545,356.3321332169586,30.120792115840107,-16.671774,-273.7566,545,356.33237879280455,30.120667260141758,-16.724585,-273.78894,0.0002124155847442919,-0.00012485569834908006,-0.05281067,-0.032348633
84,0,32,356.19029227269544,30.024518366326927,13.833756,-298.7488,32,356.18971566282045,30.024385498329455,13.958193,-298.78372,-0.0004992353808608958,-0.00013286799747191935,0.12443638,-0.03491211
85,0,545,356.38548918750513,30.016468912035805,-28.270935,-300.8877,545,356.38407020641887,30.015494521278633,-27.966057,-301.14136,-0.0012286696837809897,-0.0009743907571717614,0.30487823,-0.2536621
86,0,545,356.1800044177336,29.98892366297135,16.081583,-308.0656,545,356.1797428901128,29.988999706449892,16.138021,-308.0458,-0.00022651483824854578,7.604347854339721e-05,0.056438446,0.019805908
87,0,4294967296,356.35759257349116,30.163936734249756,-22.092468,-262.65073,4294967296,356.35759257349116,30.163936734249756,-22.092468,-262.65073,0.0,0.0,0.0,0.0
88,0,40,356.3614370674887,30.1314620881122,-22.950735,-271.01566,40,356.3613670425802,30.13160484519332,-22.935556,-270.9788,-6.056285590219987e-05,0.0001427570811181056,0.01517868,0.036865234
89,0,545,356.40561140445436,30.15692265664699,-32.393143,-264.48297,545,356.40571805427413,30.157226462757603,-32.415558,-264.40488,9.221505983438766e-05,0.00030380611061175955,-0.022415161,0.07809448
90,0,545,356.1321880219595,30.0877854570363,26.283346,-282.31897,545,356.13178440757264,30.08788740551774,26.370014,-282.2928,-0.00034923070427984426,0.00010194848143996182,0.086668015,0.026184082
91,0,545,356.3952705044013,30.084351863529065,-30.279858,-283.2217,545,356.395729603651,30.083182670940428,-30.380348,-283.5253,0.0003972532352855402,-0.0011691925886374577,-0.10049057,-0.30358887
92,0,33,356.1274214741069,29.95381276199977,27.494553,-317.32285,33,356.1287862280218,29.95292737935643,27.200317,-317.555,0.0011824612534365635,-0.0008853826433394829,-0.29423523,-0.23214722
93,0,545,356.2937630619231,29.981858135179834,-8.495019,-309.90738,545,356.2952910603832,29.982366989544744,-8.824979,-309.7742,0.001323527326173084,0.000508854364909439,-0.32995987,0.13317871
94,0,545,356.04521225358974,29.932424856684143,45.355495,-323.0475,545,356.04508693865085,29.932269939461396,45.383064,-323.08856,-0.00010859974381776053,-0.00015491722274774133,0.027568817,-0.04107666
95,0,545,356.06925562148194,29.88234627857831,40.24862,-336.28717,545,356.0694536661972,29.88226846471055,40.205715,-336.30762,0.00017171472970491485,-7.781386776173349e-05,-0.0429039,-0.020446777
96,0,32,356.3228279561601,30.072610241726498,-14.708584,-286.22943,32,356.32275709459896,30.072607037092812,-14.693342,-286.23022,-6.132296183787532e-05,-3.2046336855273694e-06,0.015241623,-0.00079345703
97,0,545,356.3069387990251,30.090976941381737,-11.28036,-281.46082,545,356.30691792979934,30.091135889501512,-11.275788,-281.41962,-1.8056688309695944e-05,0.00015894811977545942,0.0045719147,0.04119873
98,0,40,355.99349622268653,30.046488336654946,56.24985,-293.1921,40,355.9933071848946,30.046468666147746,56.29072,-293.1975,-0.00016363478597867395,-1.9670507199975873e-05,0.040870667,-0.0054016113
99,0,4294967296,356.22883462694966,30.056023620505066,5.514275,-290.52933,141733920768,356.2464842643636,30.046344518719167,1.7156126,-293.0468,0.015276398184449558,-0.009679101785899036,-3.7986624,-2.5174866
100,0,32,356.09667125516967,30.46897633491974,33.38475,-185.38052,32,356.0966916425745,30.469182836390935,33.38019,-185.32887,1.7571982695624498e-05,0.00020650147119383178,-0.004558563,0.051651
101,0,545,356.079463667941,30.386838767988728,37.14039,-206.00034,545,356.0792884441388,30.387176147220853,37.177128,-205.91548,-0.00015115328850651548,0.0003373792321248459,0.03673935,0.084854126
102,0,545,356.0293909201283,30.31808481542415,47.90963,-223.39897,545,356.0296938330671,30.318137690654808,47.844963,-223.38533,0.000261485431975432,5.287523065788946e-05,-0.06466675,0.013641357
103,0,33,355.98352832271104,30.244576095596578,57.86675,-242.13351,33,355.98307386742357,30.244840326039217,57.963333,-242.06659,-0.00039259628394634294,0.0002642304426387909,0.09658432,0.06692505
104,0,40,356.32623192454093,30.733254048897756,-15.062228,-119.849075,40,356.32751903746544,30.732359724473852,-15.332697,-120.06915,0.001106345394230861,-0.0008943244239034698,-0.2704687,-0.22007751
105,0,33,356.24771841116785,30.81844394999477,1.4094853,-98.93354,33,356.2477994721962,30.818526129419723,1.3925098,-98.9134,6.96148076333679e-05,8.217942495392094e-05,-0.016975522,0.020141602
106,0,545,356.12493985177457,30.31710548821722,27.55916,-223.58594,545,356.12497107104934,30.316777919596838,27.552881,-223.6689,2.6949879320891656e-05,-0.0003275686203814132,-0.0062789917,-0.082962036
107,0,33,356.38279855717207,30.725564071512224,-26.94076,-121.746445,33,356.3833029993607,30.726013764127163,-27.046366,-121.63583,0.00043363081040411015,0.0004496926149393232,-0.10560608,0.11061096
108,0,545,356.3157873771599,30.643097437177733,-12.9024725,-142.07666,545,356.31541697352674,30.644276050947887,-12.824109,-141.78534,-0.00031868005740243275,0.0011786137701541577,0.07836342,0.2913208
109,0,33,356.26502616579876,30.66111218927882,-2.22347,-137.62392,33,356.2646121922123,30.660967502556197,-2.1364472,-137.65964,-0.00035609949509037567,-0.0001446867226242432,0.08702278,-0.035720825
110,0,545,356.01896861562915,30.474324269992064,49.83519,-184.08275,545,356.0189054357027,30.474032117761897,49.84909,-184.15587,-5.445203121384717e-05,-0.0002921522301662094,0.013900757,-0.07312012
111,0,42949672999,356.3876598743772,30.826084972236877,-27.892696,-97.06415,42949672999,356.3876174213987,30.825561726588234,-27.884136,-97.19236,-3.6455505748616274e-05,-0.0005232456486439219,0.008560181,-0.12821198
112,0,545,356.02012428715597,30.275502987896576,49.972794,-234.21703,141733920768,355.9979026382002,30.260639434513088,54.75365,-238.02235,-0.019190864570600045,-0.014863553383488437,4.780857,-3.8053284
113,0,32,355.92373723915625,30.231289476729497,70.70987,-245.60146,32,355.92244444317026,30.230630728827336,70.989075,-245.77165,-0.0011169756952955825,-0.0006587479021611387,0.27920532,-0.17019653
114,0,545,356.30616485681264,30.77536835059805,-10.839647,-109.499176,545,356.30564344071604,30.775286961340672,-10.7303705,-109.519135,-0.0004479902539882114,-8.13892573781061e-05,0.10927677,-0.019958496
115,0,32,356.0736845003379,30.36903264305488,38.394302,-210.49039,32,356.07357435437893,30.368959333914493,38.417824,-210.50894,-9.503250650468653e-05,-7.330914038661263e-05,0.023521423,-0.018554688
116,0,4294967296,356.0083834745023,30.361427415224014,52.29755,-212.45517,4294967296,356.0083834745023,30.361427415224014,52.29755,-212.45517,0.0,0.0,0.0,0.0
117,0,32,356.1212058482395,30.353545639893678,28.312792,-214.37321,32,356.1222543888508,30.354260226006478,28.089104,-214.19234,0.0009048105108694777,0.000714586112799509,-0.22368813,0.18087769
118,0,545,356.08443415881504,30.50675797749228,35.928654,-175.94852,545,356.08589565854226,30.507717795871528,35.618423,-175.70851,0.0012591832835192208,0.0009598183792469683,-0.31023026,0.2400055
119,0,545,356.2859625455062,30.74032695984593,-6.610847,-118.10777,545,356.28470507180253,30.740594705036695,-6.346999,-118.04191,-0.0010807894926725403,0.00026774519076511183,0.26384783,0.06586456
120,0,545,356.00676997634133,30.396019886799223,52.570885,-203.73717,545,356.0069103181997,30.395871487009405,52.541348,-203.77441,0.00012105170422359852,-0.00014839978981839863,-0.0295372,-0.037246704
121,0,545,356.33882221508605,30.692490170981987,-17.723799,-129.88762,545,356.33912851348595,30.692709558577825,-17.788044,-129.83357,0.000263391869392447,0.0002193875958376168,-0.064245224,0.05404663
122,0,545,356.4322974920075,30.671557480374442,-37.392467,-135.0664,545,356.43222694584404,30.67159188759331,-37.377586,-135.0579,-6.067715073747656e-05,3.440721886605047e-05,0.014881134,0.0084991455
123,0,32,356.13137241528756,30.43063104305023,26.075146,-194.97173,32,356.1309720602375,30.43090549115924,26.159733,-194.90303,-0.00034520334499408395,0.00027444810901045,0.0845871,0.06869507
124,0,4294967296,356.43626248586014,30.692816743980206,-38.2041,-129.82234,4294967296,356.43626248586014,30.692816743980206,-38.2041,-129.82234,0.0,0.0,0.0,0.0
125,0,545,356.4050996215599,30.778856743571517,-31.581366,-108.64902,545,356.404987009759,30.778649471811846,-31.557905,-108.69989,-9.675029272091929e-05,-0.00020727175967039102,0.023460388,-0.050872803
