FIBER,PETAL,ORIGINALLY_ASSIGNED_TARGETBIT,ORIGINALLY_ASSIGNED_TARGET_RA,ORIGINALLY_ASSIGNED_TARGET_DEC,OROGINALLY_ASSINED_FIBER_X,ORIGINALLY_ASSIGNED_FIBER_Y,ASSIGNED_TARGETBIT_IN_DITHERED_TILE,ASSIGNED_TARGET_RA,ASSIGNED_TARGET_DEC,ASSIGNED_FIBER_X,ASSIGNED_FIBER_Y,DELTA_RA(DITHERED-ORIGINAL)[degrees],DELTA_DEC(DITHERED-ORIGINAL)[degrees],FIBER_DELTA_X(DITHERED-ORIGINAL)[mm],FIBER_DELTA_Y(DITHERED-ORIGINAL)[mm]
653,1,32,20.02242573026468,29.38010161785075,142.5595,-298.47873,32,20.022201684820963,29.380032958990153,142.84677,-298.38403,-0.0001952296699664994,-6.865886059870263e-05,0.28727722,0.094696045
654,1,40,20.01844554258827,29.48696682116804,142.69719,-270.6297,40,20.018306965061104,29.487384993833956,142.93993,-270.40817,-0.00012062725939588445,0.00041817266591692714,0.24273682,0.2215271
655,1,33,19.561481024755594,29.327448038695003,246.26756,-314.76587,545,19.54582008766955,29.321895333194256,250.16182,-316.15353,-0.013653748847758157,-0.005552705500747379,3.8942566,-1.3876648
656,1,32,20.126847257614447,29.40621168797837,119.43833,-291.2984,32,20.1255466662622,29.41186351072856,119.92057,-289.73175,-0.0011330239232190634,0.005651822750188273,0.48223877,1.5666504
657,1,141733920768,20.229712170482056,29.40282013991359,96.95695,-291.9044,141733920768,20.229712170482056,29.40282013991359,97.1891,-291.82718,0.0,0.0,0.23215485,0.07720947
658,1,33,20.023503614016814,29.444551201534043,141.87221,-281.63208,33,20.02369349422149,29.444942953104523,142.0517,-281.41653,0.00016535372766355252,0.00039175157047921516,0.17948914,0.21554565
659,1,33,20.170886326859684,29.28861611571438,110.45943,-322.0721,33,20.170964557923064,29.289686256766547,110.69184,-321.70074,6.823051186254301e-05,0.001070141052167628,0.23241425,0.3713684
660,1,545,20.174239485632565,29.39056446119862,109.14695,-295.24948,545,20.17381256312196,29.387804717196488,109.49082,-295.88522,-0.00037197529601205637,-0.0027597440021303044,0.34387207,-0.6357422
661,1,545,19.46951066378597,29.38632224413664,266.5053,-299.7202,545,19.470854648117754,29.384164257748903,266.46506,-300.07224,0.0011710551792165798,-0.0021579863877363437,-0.040252686,-0.35202026
662,1,545,20.136123866657805,29.33901717557227,117.80412,-308.88202,33,20.166172213157527,29.35084993090279,111.37883,-305.59055,0.02619421971969884,0.011832755330519973,-6.425293,3.2914734
663,1,40,20.10819354193584,29.398384398227414,123.57562,-293.40027,545,20.134545353992674,29.386549017790042,118.102264,-296.32092,0.02295842737233716,-0.011835380437371867,-5.473358,-2.9206543
664,1,40,20.061700773916687,29.446275251810466,133.47462,-281.0578,40,20.060975863667615,29.447747320557564,133.84741,-280.57077,-0.0006312642016356285,0.0014720687470983762,0.37278748,0.48703003
665,1,32,19.76948008826794,29.25108999283461,200.06194,-333.85916,32,19.769794677495756,29.249051789675146,200.27916,-334.24396,0.0002744749208199225,-0.002038203159465013,0.21722412,-0.38479614
666,1,42949673511,19.74843000400732,29.218054601599675,205.17853,-342.85263,42949673511,19.74697826451084,29.218087796302356,205.77887,-342.68912,-0.0012670322172968049,3.319470268081659e-05,0.6003418,0.16351318
667,1,545,20.06568258367768,29.410424848005167,132.83238,-290.39066,545,20.08588010676393,29.404305079560128,128.66817,-291.82135,0.017594556751002282,-0.006119768445039142,-4.164215,-1.4306946
668,1,33,19.766406442069936,29.29422365806914,200.29028,-322.35815,33,19.794385642878,29.293979588039118,194.26578,-322.11362,0.024401181596553047,-0.00024407003002124839,-6.0245056,0.24453735
669,1,40,19.621749141605097,29.36574722793298,232.11272,-304.20395,545,19.601545180153124,29.38140114573143,236.74107,-299.99237,-0.01760789644537203,0.015653917798449157,4.628357,4.2115784
670,1,33,19.714722726563064,29.22800298678134,212.68777,-340.3888,545,19.706902162970678,29.20509172412476,215.00699,-346.43875,-0.0068248770766795456,-0.0229112626565815,2.3192139,-6.0499573
671,1,33,19.755807308598634,29.341798277349575,202.17108,-309.78094,545,19.7528942317632,29.324555054284232,203.25563,-314.20734,-0.002539364113940599,-0.01724322306534276,1.084549,-4.4263916
672,1,545,20.017647937693617,29.31265450086297,144.11053,-316.26016,545,20.017566172960112,29.315961805447394,144.35449,-315.27136,-7.129567226888105e-05,0.0033073045844247417,0.24395752,0.98880005
673,1,545,20.043932211448713,29.412722102806867,137.59752,-289.8637,545,20.04222977848296,29.41346923554565,138.19719,-289.5645,-0.0014829975079002618,0.0007471327387840176,0.5996704,0.29919434
674,1,545,19.74342522650781,29.23954631781412,206.0657,-337.10925,545,19.7429259939269,29.23952779893097,206.44672,-336.9532,-0.00043562293253931485,-1.851888315229644e-05,0.38101196,0.1560669
675,1,33,20.08016275472731,29.3365752541594,130.13564,-309.7122,33,20.07849312310096,29.33345503889811,130.77156,-310.43628,-0.001455512545563073,-0.003120215261290582,0.6359253,-0.7240906
676,1,40,19.644996283044723,29.260607190693392,228.10736,-332.0853,40,19.644145431268736,29.260417087933924,228.5671,-331.96024,-0.0007422877975374312,-0.00019010275946840238,0.45973206,0.12506104
677,1,40,19.6967032551983,29.312238418935294,215.7912,-317.96512,545,19.71276826481805,29.32455895497955,212.28183,-314.42584,0.014008121616514428,0.012320536044256869,-3.509369,3.5392761
678,1,42949673511,20.179039454728333,29.33011247767257,108.42885,-311.09418,42949673511,20.179219282120275,29.33154239902433,108.628456,-310.63092,0.0001567756694563864,0.0014299213517574572,0.19960785,0.46325684
679,1,32,19.52942116223729,29.364437111287067,253.10217,-305.13345,33,19.508175000417424,29.357399815789186,258.2876,-306.9406,-0.01851641972493867,-0.007037295497880791,5.185425,-1.8071594
680,1,32,19.55469006827598,29.35680477207117,247.44203,-306.9965,32,19.55261309571315,29.357777173609136,248.14651,-306.5543,-0.0018102553383248785,0.0009724015379681816,0.70448303,0.4421997
681,1,545,19.630022493464292,29.304298351719257,230.97214,-320.49313,545,19.63258036531357,29.30411373383737,230.64896,-320.34268,0.00223054752745293,-0.00018461788188872674,-0.32318115,0.15045166
682,1,4294967296,19.59832944604011,29.29617742386284,238.27376,-322.86942,33,19.5745868962492,29.303961257811196,243.83665,-320.7539,-0.02070592326772509,0.0077838339483555785,5.5628967,2.115509
683,1,545,20.093264111550226,29.467755644462738,126.42702,-275.3805,545,20.10997025402209,29.450010505745418,123.099144,-279.84143,0.014544913582555193,-0.017745138717319975,-3.3278732,-4.4609375
684,1,33,19.636400323526267,29.34590776465201,229.03008,-309.3774,33,19.637956057209937,29.34723816032333,228.90819,-308.8328,0.0013560970818497435,0.0013303956713173193,-0.12188721,0.5446167
685,1,33,19.968054305373006,29.361284591447294,154.71007,-303.63254,33,19.96859587411666,29.361527853329196,154.82971,-303.44327,0.00047200170476979677,0.00024326188190215703,0.119644165,0.18927002
686,1,32,19.985926509005797,29.405074358212445,150.42677,-292.07156,32,19.986861180896522,29.40433512429364,150.4585,-292.14194,0.0008142584205846902,-0.0007392339188037056,0.031723022,-0.070373535
687,1,545,19.67451526938644,29.24793120688862,221.56172,-335.29333,545,19.673265914934017,29.247950202577083,222.11148,-335.1198,-0.0010900788125199664,1.8995688463974147e-05,0.5497589,0.17352295
688,1,4294967296,20.065237928445747,29.3759482756172,133.15819,-299.41565,545,20.08924561965272,29.382609628230107,128.07166,-297.4871,0.020920777633414125,0.006661352612905347,-5.0865326,1.9285583
689,1,32,19.656624888911658,29.34848457393188,224.42737,-308.57187,545,19.6779533221569,29.357012090713084,219.76077,-306.01175,0.018591032009247214,0.008527516781203559,-4.6665955,2.5601196
690,1,32,20.114892048498643,29.337772950399284,122.48092,-309.27832,32,20.114591485644453,29.337928132150925,122.792,-309.14087,-0.00026201460159717114,0.00015518175164075387,0.31108093,0.13745117
691,1,33,19.980667525470036,29.312015705665647,152.30647,-316.58096,33,19.980298903747048,29.31224744549926,152.63806,-316.39987,-0.000321425838990372,0.00023173983361246542,0.33158875,0.18109131
692,1,4294967296,19.736114556036902,29.302078814147706,207.0204,-320.43896,545,19.737825376484185,29.292606555524195,206.99551,-322.78806,0.0014919235646736052,-0.009472258623510754,-0.024887085,-2.3490906
693,1,40,19.7172857745699,29.2759435071356,211.55605,-327.52185,545,19.693107201223157,29.27371426147654,217.30638,-328.09338,-0.021090357090134865,-0.0022292456590591314,5.7503357,-0.5715332
694,1,545,19.73006406731884,29.354081937521904,207.82185,-306.66904,545,19.731922573404464,29.353298130729005,207.6567,-306.7012,0.001619886824676894,-0.0007838067928993553,-0.16516113,-0.032165527
695,1,545,19.798638997870512,29.340879486288753,192.58319,-309.79782,545,19.799658899433975,29.33951406434969,192.61516,-310.00082,0.0008890684737208753,-0.0013654219390630828,0.031967163,-0.20300293
696,1,545,20.191544761054413,29.361168660823463,105.51584,-302.898,4294967296,20.200726164319047,29.364731522094466,103.72605,-301.85626,0.008002018168311694,0.00356286127100347,-1.7897873,1.041748
697,1,545,19.680761368023962,29.313967849152128,219.37097,-317.60022,545,19.67890319481375,29.313035491298724,220.05426,-317.68475,-0.0016202340236871938,-0.0009323578534043975,0.6832886,-0.08453369
698,1,32,20.14154654111519,29.3194467216256,116.73068,-314.02023,32,20.142570853903592,29.319815603423127,116.75277,-313.8269,0.0008931015173330918,0.00036888179752736505,0.022087097,0.19332886
699,1,33,19.583803534513912,29.32291471258717,241.24269,-315.82703,33,19.585373971924174,29.32235107938005,241.14375,-315.77527,0.0013692227307219589,-0.0005636332071219385,-0.09893799,0.051757812
700,1,40,20.566859460514408,30.33580484388832,22.933994,-58.03328,40,20.5640928944385,30.335991360351862,23.561493,-57.968876,-0.002387768115678714,0.00018651646354328477,0.6274986,0.064403534
701,1,33,20.228036213540495,30.257978099761125,94.46517,-77.0193,545,20.22097814919961,30.250560833365768,96.03796,-78.75969,-0.006096511410586848,-0.007417266395357558,1.5727844,-1.740387
702,1,545,20.59083501338308,30.44332837321575,17.866724,-31.843277,545,20.58864478774388,30.443653294495352,18.351408,-31.749348,-0.0018882608694092702,0.0003249212796028189,0.484684,0.09392929
703,1,33,20.438192984537604,30.317883140012807,50.008636,-62.3925,33,20.412530425286146,30.321282659929746,55.45852,-61.51546,-0.022152897235581472,0.003399519916939653,5.4498825,0.87704086
704,1,32,20.272150613223864,30.23796001316698,85.16,-81.92213,32,20.256845369285088,30.24217880960509,88.45702,-80.818726,-0.013222833078266206,0.004218796438109962,3.29702,1.1034012
705,1,33,20.40418964962715,30.358974031387547,57.12947,-52.361633,4294967296,20.388708902056287,30.369463097563692,60.418037,-49.75213,-0.013357962252653092,0.010489066176145201,3.2885666,2.6095047
706,1,33,20.500587004072738,30.425692897933402,36.81486,-36.122204,33,20.500372196134737,30.425373338722054,36.888916,-36.17065,-0.00018522602025264914,-0.00031955921134851906,0.07405472,-0.048446655
707,1,545,20.02564711776471,30.10342925258472,138.00285,-115.07876,545,20.028165175506814,30.10349815723691,137.55424,-114.9508,0.002178425645993734,6.890465218845065e-05,-0.4486084,0.1279602
708,1,545,20.535954234797746,30.425688286928338,29.389362,-36.129906,545,20.537760425892266,30.42644517598659,29.038485,-35.922825,0.0015574545669960087,0.0007568890582518861,-0.35087776,0.20708084
709,1,33,20.500938468509233,30.342766792262847,36.788116,-56.32935,33,20.499954567091258,30.342018932003796,37.040405,-56.482162,-0.0008491253422884433,-0.0007478602590502703,0.25228882,-0.15281296
710,1,40,20.201645982957075,30.127454162448885,100.35339,-109.06826,40,20.20155461448228,30.126071490828075,100.46326,-109.32882,-7.90256002375902e-05,-0.001382671620810072,0.10986328,-0.26055908
711,1,545,20.6131578033411,30.45449508142678,13.181792,-29.127703,545,20.61348558720325,30.454788277666168,13.136099,-29.045938,0.00028256017203933265,0.0002931962393866172,-0.045693398,0.08176422
712,1,32,20.07264322506176,30.085789639060188,127.99677,-119.40757,545,20.062593287771964,30.119456410030306,130.12386,-110.99708,-0.00869596730167246,0.033666770970118165,2.1270828,8.410492
713,1,32,20.305763283096272,30.29621413858001,77.9583,-67.66947,545,20.319069980034207,30.296223139983205,75.20187,-67.60896,0.011489386510286873,9.001403196151614e-06,-2.756424,0.060508728
714,1,32,20.551440387764917,30.269269337014517,26.206244,-74.26948,32,20.554016781799863,30.268725095878455,25.723484,-74.38205,0.0022251440089806427,-0.0005442411360618848,-0.48275948,-0.11257172
715,1,4294967296,20.485853844211164,30.27443800045804,40.00942,-73.004456,33,20.49050470714173,30.265521003245752,39.0966,-75.152115,0.004016580826069736,-0.00891699721228889,-0.9128189,-2.1476593
716,1,40,20.25923342815764,30.10937710468682,88.15572,-113.49785,40,20.259981833486627,30.110250988433243,88.0849,-113.212395,0.0006474224973083176,0.000873883746422166,-0.07082367,0.2854538
717,1,545,20.131328686916433,30.20651660250434,115.115555,-89.646645,141733920768,20.151371644623033,30.200933996358177,110.937065,-90.92631,0.017321476501480786,-0.005582606146163016,-4.1784897,-1.2796631
718,1,545,20.53882132262156,30.321650980083987,28.834406,-61.483063,545,20.53915652447225,30.32196765186822,28.8126,-61.382942,0.00028934785909701615,0.00031667178423333553,-0.021806717,0.100120544
719,1,545,20.100857666093805,30.09103190209898,121.945,-118.095436,545,20.100586995945495,30.090116262746808,122.099846,-118.22462,-0.0002341919074817327,-0.0009156393521720929,0.15484619,-0.12918091
720,1,545,20.343073683026986,30.214034957065337,70.197296,-87.77967,33,20.328428880812698,30.23564470571791,73.325645,-82.42956,-0.01265532865249403,0.02160974865257259,3.1283493,5.350113
721,1,33,20.324419281377963,30.257512029318704,74.074425,-77.135704,33,20.324249056803126,30.25927649680943,74.168755,-76.64502,-0.0001470347870695146,0.0017644674907266733,0.094329834,0.4906845
722,1,32,20.35384536774947,30.27364919602088,67.83759,-73.190056,32,20.35225240057056,30.276177095784973,68.22817,-72.51766,-0.0013757302554947737,0.0025278997640931777,0.39057922,0.6723938
723,1,40,20.1440402018483,30.125770124734156,112.623924,-109.5056,4294967296,20.11557357916087,30.116006454769792,118.81355,-111.830536,-0.02462151545660501,-0.009763669964364396,6.1896286,-2.324936
724,1,32,20.464770479560357,30.37832170835494,44.369106,-47.655895,33,20.495107834821567,30.373582456380028,38.033894,-48.785877,0.02617219016903787,-0.004739251974910985,-6.3352127,-1.129982
725,1,32,20.20138644903885,30.104594779999545,100.466225,-114.69881,32,20.200993394180564,30.104762060420807,100.64062,-114.577736,-0.0003400361599665089,0.00016728042126246123,0.1743927,0.12107086
726,1,545,20.186642484896723,30.120906825422544,103.56239,-110.68618,141733920768,20.178888589339724,30.131718959777427,105.270775,-107.94297,-0.0067068743642597975,0.010812134354882375,1.7083817,2.7432098
727,1,545,20.08707298635776,30.14122742196261,124.73397,-105.720894,545,20.088523830969308,30.14394711100342,124.49938,-104.95118,0.0012546763939475173,0.0027196890408092145,-0.23458862,0.76971436
728,1,40,20.134955129996584,30.096001466840097,114.64745,-116.849754,32,20.13965487985987,30.09546923885093,113.73914,-116.88817,0.004066159748198145,-0.0005322279891650794,-0.90830994,-0.038414
729,1,40,20.18356130279897,30.14738637622632,104.15066,-104.1691,33,20.182889963448403,30.175126632250883,104.30263,-97.26545,-0.0005805315403839129,0.027740256024564758,0.15196991,6.9036484
730,1,40,20.515900161631105,30.377618087605374,33.62342,-47.835747,40,20.5156205476761,30.377175548375718,33.720528,-47.916737,-0.00024122611287253961,-0.0004425392296560915,0.09710693,-0.08098984
731,1,545,20.036469239729684,30.152622091427325,135.517,-102.93369,545,20.03580103372908,30.15149781988056,135.74574,-103.10316,-0.0005777913499412453,-0.0011242715467645326,0.2287445,-0.16946411
732,1,4294967296,20.318690732472515,30.216985606392267,75.348366,-87.0583,33,20.308894377689757,30.226795789727277,77.4717,-84.59392,-0.008465281359261046,0.00981018333500927,2.1233368,2.4643784
733,1,545,20.484509600258058,30.304226509747153,40.270103,-65.73042,8589935139,20.50029680523009,30.30036825195733,37.003487,-66.64401,0.013630014936048757,-0.0038582577898225168,-3.2666168,-0.9135895
734,1,545,20.515649143635773,30.244247220975858,33.7564,-80.38316,545,20.51582164178337,30.243148797509853,33.784954,-80.624855,0.00014901874892031845,-0.0010984234660043057,0.028553009,-0.24169159
735,1,33,20.429637367110804,30.24020388573789,51.887203,-81.37132,33,20.431438038937856,30.23958859479367,51.57292,-81.48084,0.001555639331018562,-0.0006152909442214138,-0.31428146,-0.10951996
736,1,32,20.236727233241478,30.051563844482107,93.07901,-127.76427,32,20.23724335334325,30.053877848621244,93.06442,-127.11853,0.00044674069513210465,0.0023140041391371824,-0.014587402,0.6457367
737,1,545,20.217491160476946,30.194432021789133,96.8311,-92.6001,4294967296,20.207780946698197,30.19473638126537,98.96526,-92.44826,-0.00839276771776791,0.00030435947623530524,2.134163,0.15184021
738,1,545,20.287543184477883,30.185031222961882,81.99672,-94.89636,545,20.28797626655935,30.18378905193624,81.98298,-95.13591,0.0003743588314159796,-0.00124217102564117,-0.01374054,-0.23954773
739,1,32,20.577346567170203,30.406262320369876,20.707218,-40.86597,33,20.581576391317366,30.403844311532517,19.852959,-41.439495,0.0036480471781093864,-0.002418008837359764,-0.8542595,-0.5735245
740,1,32,20.116608429482895,30.16851203601881,118.35236,-98.992386,33,20.143734246292205,30.16221681938969,112.66958,-100.44341,0.02345165517901235,-0.006295216629119693,-5.682785,-1.4510269
741,1,545,20.213616844580212,30.174685418784822,97.69736,-97.44985,545,20.21467609925302,30.17552187618705,97.54784,-97.16659,0.0009157224479678064,0.0008364574022294846,-0.14952087,0.28326416
742,1,33,20.53847737239473,30.45555055585886,28.848095,-28.86037,33,20.550930704873995,30.449100383642534,26.261574,-30.411776,0.010735054588798452,-0.006450172216325711,-2.5865211,-1.551405
743,1,40,20.354262586972563,30.316192954168883,67.69538,-62.794212,40,20.354779995856834,30.317195732768788,67.634766,-62.495613,0.0004466547334638926,0.0010027785999042749,-0.06061554,0.29859924
744,1,545,20.45337900304048,30.315158852053457,46.813942,-63.05912,33,20.47549987651873,30.337737270182345,42.187283,-57.519314,0.019096110289510426,0.02257841812888728,-4.6266594,5.5398064
745,1,40,20.455004267891038,30.297692202540237,46.48655,-67.3232,40,20.456693367507015,30.297883265980293,46.184216,-67.239975,0.001458395417156306,0.00019106344005592746,-0.30233383,0.083221436
746,1,32,20.393503974287057,30.299915205528453,59.440796,-66.77461,545,20.414259186596972,30.288263089660997,55.13412,-69.57893,0.017919973457595252,-0.011652115867455848,-4.306675,-2.8043213
747,1,33,20.267725613656804,30.128654041131238,86.310745,-108.750946,545,20.259245359487913,30.157701379623568,88.13004,-101.5421,-0.0073345760977522375,0.029047338492329544,1.8192978,7.208847
748,1,32,20.22544186077483,30.22310420480894,95.08403,-85.56512,545,20.22757309375449,30.20849685169757,94.73299,-89.07206,0.0018415385123715367,-0.014607353111369292,-0.3510437,-3.5069427
749,1,545,20.424238834017302,30.35716876939837,52.91118,-52.80571,545,20.424299064477054,30.358761181143265,52.938786,-52.37527,5.197236451135101e-05,0.0015924117448946618,0.027606964,0.430439
750,1,32,19.746283318625565,29.918578941443993,199.4338,-161.44719,545,19.73115552036837,29.88967600589008,203.07681,-168.58217,-0.01311179315861561,-0.0289029355539121,3.6430054,-7.1349792
751,1,33,19.749354093747154,29.78006083931076,199.7146,-196.38455,33,19.748270338472345,29.780052151569265,200.10942,-196.2307,-0.0009406327647483238,-8.68774149509477e-06,0.39482117,0.15385437
752,1,33,19.778918221734674,29.807570459295253,193.01866,-189.33922,33,19.779843775891067,29.808642527630568,192.9584,-188.91235,0.0008031031387154065,0.001072068335314924,-0.060256958,0.42686462
753,1,42949672999,19.768716193785785,29.766413806767726,195.5535,-199.79155,42949672999,19.76872711100101,29.766500805958927,195.70929,-199.61383,9.476761004794747e-06,8.699919120047639e-05,0.15579224,0.17771912
754,1,545,19.93380133852145,29.734023768874586,159.6216,-207.56828,33,19.959187557242224,29.760249718870956,154.09703,-200.74544,0.022043796678003148,0.026225949996369735,-5.5245667,6.8228455
755,1,32,19.90975169906237,29.71967633820063,164.96013,-211.27,32,19.93194640538769,29.72773975998541,160.23105,-209.03918,0.01927524382684007,0.008063421784779479,-4.72908,2.2308197
756,1,40,19.900032278173576,29.85149523761855,166.27937,-177.99011,40,19.899365101692016,29.852323295837394,166.56113,-177.65086,-0.0005786544664690222,0.0008280582188433527,0.28175354,0.33924866
757,1,545,19.824130609071364,29.762735242844236,183.41043,-200.57181,545,19.82528647725622,29.76228996012403,183.31967,-200.53584,0.0010033958765346032,-0.000445282720207274,-0.09075928,0.035964966
758,1,545,19.866630957024004,29.822228386208035,173.72906,-185.42827,545,19.86683189880656,29.82339755731803,173.82524,-184.99487,0.00017433158128078217,0.0011691711099963698,0.09617615,0.4333954
759,1,4294967296,20.022864812139737,29.713423504642783,140.36029,-212.58154,4294967296,20.03141859619254,29.727466838489452,138.59366,-208.8938,0.007429093284085056,0.01404333384666856,-1.7666321,3.6877441
760,1,40,19.96952101593043,29.84963433097891,151.20396,-178.32533,545,19.964103915450963,29.843643462917782,152.55247,-179.71864,-0.004698438720709746,-0.005990868061125809,1.3485107,-1.3933105
761,1,33,19.955553164557504,29.725379760327144,154.93327,-209.707,141733920768,19.97239821766279,29.734641005002008,151.37622,-207.19902,0.014628445594683966,0.009261244674863889,-3.5570526,2.5079803
762,1,40,19.74474832645317,29.846080911534614,200.25525,-179.6972,33,19.768062679114163,29.838521849789558,195.33255,-181.39276,0.020222064562615258,-0.007559061745055828,-4.922699,-1.6955566
763,1,32,20.095746954782086,29.784048616454992,124.225876,-194.59114,32,20.0946189260315,29.785810873122784,124.61578,-194.0503,-0.0009790204158565935,0.0017622566677921725,0.38990784,0.5408478
764,1,545,19.868042068343044,29.90618097738437,172.92714,-164.32556,33,19.870034871645377,29.878749701596135,172.78618,-171.0648,0.0017274475288922557,-0.0274312757882349,-0.1409607,-6.7392426
765,1,33,19.81052982740179,29.89420403726939,185.53217,-167.43877,545,19.815585074348252,29.87801816492377,184.66406,-171.348,0.00438263203812425,-0.016185872345619856,-0.868103,-3.9092407
766,1,32,20.06817792214538,29.84018828616296,129.92128,-180.5277,32,20.068934653500552,29.840324377184878,129.90096,-180.38908,0.000656401379696186,0.00013609102191836087,-0.020324707,0.13861084
767,1,33,19.916501986738247,29.754317265320907,163.2693,-202.46887,545,19.885295291574426,29.73554177391451,170.36713,-207.17108,-0.02709244884514732,-0.018775491406398004,7.097824,-4.7022095
768,1,545,19.843686624778268,29.733418891742662,179.32516,-207.95763,545,19.845143062546114,29.733527053465696,179.1705,-207.78368,0.0012646866386339247,0.00010816172303407257,-0.15466309,0.1739502
769,1,40,19.98954645046683,29.78467203513855,147.20596,-194.63469,33,20.012942390352684,29.806712995548647,142.16968,-188.92198,0.020305298196967015,0.02204096041009862,-5.0362854,5.7127075
770,1,40,19.662304732991498,29.84926306749468,218.39838,-179.10251,40,19.66216076501735,29.848302986333007,218.58003,-179.1718,-0.00012486887073241202,-0.0009600811616721217,0.18165588,-0.06929016
771,1,40,19.981008055133767,29.886943226278273,148.52837,-168.95111,33,19.974206504736898,29.877655748851527,150.18227,-171.16919,-0.005897014410920133,-0.009287477426745738,1.6539001,-2.2180786
772,1,33,19.82001769522157,29.81685954461589,183.94823,-186.89044,545,19.847352810380848,29.809932460195306,178.16528,-188.43263,0.023716470170909106,-0.006927084420585317,-5.7829437,-1.5421906
773,1,32,19.942218401071738,29.81271103735224,157.32797,-187.66429,32,19.939234097611553,29.813409638347117,158.12164,-187.36876,-0.002589346351784488,0.0006986009948768412,0.79367065,0.29553223
774,1,545,20.03522946651969,29.692421933306964,137.78932,-217.8833,4294967296,20.005598712698472,29.69385021473569,144.39609,-217.47514,-0.025740148057494208,0.001428281428726308,6.6067657,0.40815735
775,1,545,19.852113445072213,29.778814978083037,177.17549,-196.42699,545,19.85297838971023,29.780624866987324,177.13034,-195.8261,0.0007507279628162104,0.0018098889042867938,-0.045150757,0.6008911
776,1,545,19.778705283645067,29.868210922939596,192.65695,-174.0408,545,19.78013743504377,29.867966772680646,192.48329,-173.94604,0.0012419232948066093,-0.0002441502589505262,-0.17366028,0.09475708
777,1,545,19.66784576755144,29.90366632350555,216.77643,-165.36397,545,19.674662286299245,29.895902295314606,215.46178,-167.1323,0.0059090004965286266,-0.007764028190944572,-1.3146515,-1.7683258
778,1,32,20.029431545969516,29.842850278603514,138.2742,-179.92332,32,20.030307738698717,29.84148724042798,138.23473,-180.15402,0.000760003908380828,-0.0013630381755334042,-0.039474487,-0.23069763
779,1,33,19.840147723990235,29.829765396747213,179.46378,-183.58775,33,19.84152722040745,29.833019393528453,179.28726,-182.62189,0.0011967230139330511,0.003253996781239721,-0.17651367,0.9658661
780,1,32,19.723627518768545,29.81402834832205,205.1306,-187.8508,32,19.723499190327615,29.81632250800751,205.29094,-187.10739,-0.0001113433694407444,0.002294159685458652,0.16033936,0.7434082
781,1,33,20.110507318587963,29.799284636743092,120.97343,-190.7324,545,20.086005339677104,29.822863488042383,126.300514,-184.7468,-0.02126212286968513,0.02357885129929116,5.3270874,5.985611
782,1,32,19.577770419339505,29.81495165129734,237.42822,-188.03864,545,19.60037558187881,29.835724828032365,232.37209,-182.51552,0.019613046830719627,0.020773176735026766,-5.056137,5.523117
783,1,33,20.029069550521655,29.788513297591283,138.61969,-193.58792,42949673511,20.043925679827606,29.774231941889596,135.63202,-197.05197,0.012893115694918347,-0.014281355701687204,-2.987671,-3.4640503
784,1,42949673511,19.80684267363935,29.858417523436085,186.56178,-176.44406,545,19.80094159673316,29.84083029586475,188.11052,-180.73853,-0.0051177579177996944,-0.01758722757133313,1.5487366,-4.294464
785,1,545,19.913262614263743,29.776958405835714,163.83743,-196.749,545,19.9173856465579,29.77536939196985,163.10532,-197.0114,0.0035786487234179642,-0.0015890138658640751,-0.7321167,-0.2624054
786,1,32,19.90216580130884,29.88272262299573,165.64009,-170.14479,32,19.899777281876066,29.883208118347294,166.29153,-169.89519,-0.00207095867325998,0.00048549535156539037,0.6514435,0.24960327
787,1,545,20.04246155372843,29.788031724518934,135.72346,-193.6839,40,20.066414472122645,29.807137809414876,130.60362,-188.72774,0.020788001208233868,0.019106084895941677,-5.1198425,4.9561615
788,1,545,19.625436502760156,29.79623339446563,226.98465,-192.64592,545,19.626331656230896,29.795876357116633,226.94206,-192.5534,0.0007768125011654001,-0.0003570373489978351,-0.04258728,0.09251404
789,1,545,19.605979566817222,29.836391182124935,230.97668,-182.51527,545,19.63798171134864,29.8472727063908,223.937,-179.4928,0.027760248348511332,0.01088152426586575,-7.039688,3.0224762
790,1,40,19.943887724520796,29.79302957470139,157.07654,-192.62233,40,19.944342082741272,29.793409625919587,157.12868,-192.40056,0.0003943038348993005,0.000380051218197508,0.052139282,0.22177124
791,1,545,19.688406007406883,29.799491602631495,213.0108,-191.63112,33,19.685366556642382,29.785657376201698,213.94554,-194.97978,-0.0026375437737736957,-0.013834226429796814,0.93473816,-3.3486633
792,1,33,19.99978256449657,29.747150147484565,145.18826,-204.09088,33,20.002716289545624,29.747157111565595,144.71346,-203.9677,0.002547129015111155,6.964081030957914e-06,-0.47480774,0.123184204
793,1,32,19.633857592475348,29.897919401232866,224.3228,-166.89104,33,19.64277939454344,29.894642297476377,222.50815,-167.519,0.00773444270246601,-0.0032771037564884864,-1.8146515,-0.6279602
794,1,141733920768,19.646943885213677,29.83039777105454,221.94127,-183.91736,4294967296,19.653836137666637,29.806141191128866,220.75742,-189.86975,0.005979040486110149,-0.024256579925673094,-1.1838531,-5.9523926
795,1,545,20.04735498029893,29.689952631704784,135.16908,-218.4829,545,20.04496948774775,29.690831699117314,135.85594,-218.15701,-0.0020723212354050264,0.0008790674125300768,0.68685913,0.32588196
